iteration,timestamp,T1_LEVEL,T2_LEVEL,J1_LEVEL,J2_LEVEL,J3_LEVEL,J4_LEVEL,J5_LEVEL,J5S_LEVEL,J1S_LEVEL,J4S_LEVEL,P2_FLOW,P2_STATUS,P1_FLOW,P1_STATUS,V5_FLOW,V5_STATUS,V1_FLOW,V1_STATUS,V4_FLOW,V4_STATUS,plc4AttackerUnit
147,2025-07-10 14:43:44.134344,6.832781889007584,6.790210769872733,67.59719908368913,62.996015249636514,58.49895768259207,58.085301247333796,58.46851364943726,7.173513437307518,67.59719852514316,58.085301050656184,0.0,0.0,297.8361793303839,1.0,70.94654310947135,1.0,186.80504463191028,1.0,65.77859265917141,1.0,1
148,2025-07-10 14:43:50.645151,6.908768559459845,6.860662354878714,67.61361677801247,63.0355559950218,58.56937413173425,58.15575215460043,58.53919570335764,7.2441954930175445,67.6136162212589,58.15575195872048,0.0,0.0,296.9708536140666,1.0,70.34799672283043,1.0,186.20557400367943,1.0,65.51181713291498,1.0,1
149,2025-07-10 14:43:57.260935,6.984114164655144,6.930828209208998,67.62996488536024,63.07494240523949,58.63927591298152,58.225917318939345,58.60935784990822,7.314357641329523,67.62996433038917,58.22591712387434,0.0,0.0,296.10919561127156,1.0,69.758898461032,1.0,185.60941789701246,1.0,65.23926147508519,1.0,1
150,2025-07-10 14:44:03.893515,7.058828825311324,7.000702146683709,67.64624318600609,63.11417168092053,58.708668248956315,58.295790555139064,58.67900550813194,7.384005301287369,67.64624263280773,58.29579036090528,0.0,0.0,295.2512169030922,1.0,69.17892092815237,1.0,185.01653574958254,1.0,64.96125887622384,1.0,1
151,2025-07-10 14:44:10.446279,7.132922297875471,7.070278326194927,67.66245188711561,63.153241410791296,58.777556402090376,58.365366023096655,58.74814412694469,7.453143921807955,67.66245133568026,58.365365829709425,0.0,0.0,294.39690657047544,1.0,68.60773672826781,1.0,184.42689858829908,1.0,64.67813093763652,1.0,1
152,2025-07-10 14:44:16.926210,7.2064040099763025,7.139551271017252,67.6785909446894,63.19214919231676,58.84594539349174,58.43463824693095,58.81677890290487,7.521778699450582,67.67859039500745,58.43463805440469,0.0,0.0,293.54626693249105,1.0,68.04504743854523,1.0,183.8404832346896,1.0,64.39018187677448,1.0,1
153,2025-07-10 14:44:23.451113,7.279283057847331,7.208515804064954,67.69466040193832,63.23089279774228,58.91384020094137,58.50360205045453,58.884914981057,7.5899147792606145,67.69465985400021,58.50360185880281,0.0,0.0,292.6992957116297,1.0,67.49056332807868,1.0,183.2572549210454,1.0,64.09769273261645,1.0,1
154,2025-07-10 14:44:29.941824,7.351568229536118,7.2771670746755035,67.71066022643583,63.26947009261748,58.98124575112517,58.57225258377768,58.95255744790205,7.657557247739851,67.71065968023214,58.57225239301325,0.0,0.0,291.85599461699434,1.0,66.94401204981659,1.0,182.67717887965773,1.0,63.800938749523084,1.0,1
155,2025-07-10 14:44:36.620772,7.423268025405513,7.345500508440659,67.72659068036599,63.30787922598995,59.04816680895797,58.640585273279754,59.01971121801145,7.724711019460477,67.72659013588735,58.64058508341459,0.0,0.0,291.0163498296754,1.0,66.40513864056174,1.0,182.10023772667228,1.0,63.500177788000656,1.0,1
156,2025-07-10 14:44:43.146601,7.494390662567826,7.413511817147662,67.78449287578289,63.45731443328989,59.175036947674684,58.708609945082706,59.14603896103278,7.851038743608713,67.78449233364492,58.70860973958436,0.0,0.0,287.964504805719,1.0,72.71722195184793,1.0,181.3174022026942,1.0,68.72867910033165,1.0,1
157,2025-07-10 14:44:49.683454,7.572273802127089,7.487123062652232,67.80175056048344,63.498511275214085,59.24730182470052,58.78222035402106,59.21856083930978,7.923560623656664,67.80175002021853,58.78222014947145,0.0,0.0,287.05490580348476,1.0,72.12493085546612,1.0,180.69095762712095,1.0,68.41137450408041,1.0,1
158,2025-07-10 14:44:56.080647,7.6495225731417715,7.560394460963373,67.81893588461317,63.53953034823552,59.31904529623497,58.85549090821413,59.290556833741185,7.995556619835266,67.8189353462115,58.85549070462566,0.0,0.0,286.1491207023708,1.0,71.54058128321594,1.0,180.06779860002098,1.0,68.08992385856527,1.0,1
159,2025-07-10 14:45:02.612912,7.72614548061797,7.63332157909917,67.8360491973236,63.580369930705324,59.390272184829314,58.928417175439264,59.362031909638524,8.067031697456775,67.83604866077546,58.92841697282355,0.0,0.0,285.2471310996855,1.0,70.96393565575454,1.0,179.44789035368558,1.0,67.7645850242925,1.0,1
160,2025-07-10 14:45:09.104955,7.802150773687363,7.705900241000836,67.85308998460606,63.6210279107489,59.460987249367264,59.000994980381584,59.43299096715093,8.137990756670998,67.85308944990179,59.00099477874959,0.0,0.0,284.34896408722926,1.0,70.39476508566622,1.0,178.83120970964228,1.0,67.43558109405967,1.0,1
161,2025-07-10 14:45:15.765028,7.877546462774723,7.778126524763947,67.87005882732704,63.66150291097179,59.531195056940234,59.073220401808044,59.503438701285326,8.208438492485532,67.87005829445707,59.0732202011701,0.0,0.0,283.45458904933145,1.0,69.83284358284436,1.0,178.2177334894186,1.0,67.10312357142811,1.0,1
162,2025-07-10 14:45:22.099251,7.952340315201095,7.849996736195175,67.8869553890297,63.701793120821115,59.60090016580282,59.14508974620519,59.57337979818715,8.27837959104643,67.8869548579845,59.14508954657093,0.0,0.0,282.56402371958995,1.0,69.2779683356548,1.0,177.60743851454208,1.0,66.76744134381352,1.0,1
163,2025-07-10 14:45:28.411130,8.026539875485295,7.92150741559599,67.90377966325912,63.74189701650372,59.67010697265603,59.21659955446812,59.6428187739872,8.347818568485106,67.90377913402928,59.21659935584667,0.0,0.0,281.67726843822203,1.0,68.72993363515434,1.0,177.00029581192211,1.0,66.4287111470685,1.0,1
164,2025-07-10 14:45:35.058855,8.100152464073197,7.9926553053186895,67.92053185141503,63.78181327699544,59.738819894697805,59.28774656957457,59.71176016086731,8.416759956983963,67.9205313239912,59.28774637197439,0.0,0.0,280.79431259007185,1.0,68.18854246432693,1.0,176.39628220308623,1.0,66.08714738206345,1.0,1
165,2025-07-10 14:45:41.501597,8.173185199524774,8.063437366106038,67.93721195543287,63.821540557149234,59.807043193443064,59.35852775280427,59.78020833008443,8.485208127800536,67.93721142980574,59.35852755623331,0.0,0.0,279.91515607313244,1.0,67.65360939539278,1.0,175.79537450956195,1.0,65.74292388734193,1.0,1
166,2025-07-10 14:45:48.090706,8.245644996640532,8.133850743294362,67.9538199747079,63.86107758662362,59.87478115364317,59.428940250070276,59.84816767325418,8.553167472550951,67.95381945086824,59.42894005453597,0.0,0.0,279.0397989192748,1.0,67.12495769249927,1.0,175.19755534749493,1.0,65.39621739875656,1.0,1
167,2025-07-10 14:45:54.770179,8.31753858778997,8.203892786585186,67.9703559060592,63.90042317835722,59.94203788966068,59.49898141156697,59.9156424055977,8.620642206456877,67.97035538399787,59.498981217076214,0.0,0.0,278.16824129615543,1.0,66.60241351710283,1.0,174.60279574379456,1.0,65.04720465215996,1.0,1
168,2025-07-10 14:46:01.168410,8.388872517384268,8.27356101772607,67.8987389147882,63.707620297111,59.89307171381464,59.56862150023548,59.86859668927989,8.573596536862095,67.8987383935226,59.568621342035215,0.0,0.0,281.94295064642154,1.0,50.975950944120996,1.0,174.33666052284025,1.0,52.90989315199113,1.0,1
169,2025-07-10 14:46:07.687751,8.443469860484424,8.330229694593262,67.91182389119044,63.73973845712359,59.94533869734434,59.62528941625587,59.92099567407464,8.625995522639876,67.91182337130405,59.6252892591347,0.0,0.0,281.2532821488078,1.0,50.64717879861291,1.0,173.87538574212158,1.0,52.548986951705956,1.0,1
170,2025-07-10 14:46:14.052253,8.497715068839401,8.386511822777718,67.92484604583343,63.77165925843645,59.997272607825025,59.68157079231765,59.97306082174618,8.678060671290769,67.92484552731972,59.68157063626935,0.0,0.0,280.5669247911578,1.0,50.31963511214599,1.0,173.41630132705177,1.0,52.190169711252565,1.0,1
171,2025-07-10 14:46:20.544051,8.55160947415904,8.442409645979412,67.93780639913089,63.80338416720962,60.04887705459846,59.737467871895134,60.02479566357768,8.729795514097763,67.93780588198351,59.73746771691376,0.0,0.0,279.88382479063597,1.0,49.99338072821047,1.0,172.95933194759527,1.0,51.83333712750482,1.0,1
172,2025-07-10 14:46:27.122584,8.605154446001318,8.497925283742516,67.95070451492595,63.83491376711027,60.10015338466501,59.79298277441244,60.076201549676334,8.781201401168026,67.95070399913851,59.792982620492154,0.0,0.0,279.2040051357128,1.0,49.66842723604259,1.0,172.50449498760645,1.0,51.478457330063065,1.0,1
173,2025-07-10 14:46:33.521270,8.658351371831646,8.553060828534575,67.96354092971033,63.86624917821017,60.151102944696,59.84811759230991,60.127279825476606,8.832279677936022,67.96354041527651,59.84811743944482,0.0,0.0,278.52743754957754,1.0,49.34477463564235,1.0,172.05178465246718,1.0,51.12554770278166,1.0,1
174,2025-07-10 14:46:39.889494,8.711201653657971,8.60781839337502,67.97631557563457,63.89739119003121,60.201727079303275,59.902874438478875,60.17803183685256,8.88303169027576,67.97631506254798,59.90287428666319,0.0,0.0,277.85412560836437,1.0,49.02243741355505,1.0,171.60120094217746,1.0,50.77457637526095,1.0,1
175,2025-07-10 14:46:46.381574,8.76370670596724,8.662200059242254,67.98902843134597,63.92834060501857,60.25202701232919,59.957255393792074,60.22845880694415,8.933458661327192,67.98902791960028,59.957255243020015,0.0,0.0,277.1840704375068,1.0,48.70141846708975,1.0,171.1527438567373,1.0,50.425537552882815,1.0,1
176,2025-07-10 14:46:53.021985,8.815867933507045,8.716207885977203,68.00167956243892,63.95909826600414,60.30200411635464,60.011262518023635,60.2785621099389,8.983561965277815,68.00167905202778,60.01126236828945,0.0,0.0,276.51726857972716,1.0,48.381729385482686,1.0,170.70640180691043,1.0,50.07841964641102,1.0,1
177,2025-07-10 14:46:59.541313,8.867686757827634,8.76984393231203,68.01426909707054,63.98966505117979,60.35165981349459,60.06489786983424,60.328343170065764,9.033343026356535,68.0142685879876,60.06489772113222,0.0,0.0,275.8537132802651,1.0,48.06338175797009,1.0,170.26218638193313,1.0,49.73321686122745,1.0,1
178,2025-07-10 14:47:06.100736,8.919164623172739,8.82311025318254,68.02679722450257,64.0200418720367,60.400995286717844,60.118163504038485,60.37780316798901,9.082803025227632,68.0267967167415,60.11816335636297,0.0,0.0,275.1933945637167,1.0,47.74637268724291,1.0,169.82009178718727,1.0,49.38990312155056,1.0,1
179,2025-07-10 14:47:12.849435,8.97030295199635,8.87600887276899,68.03926381727895,64.05022944935685,60.450011997408225,60.171061444755445,60.42694356938153,9.13194342756398,68.03926331083339,60.17106129810077,0.0,0.0,274.5363191479008,1.0,47.43071086522832,1.0,169.38011802267283,1.0,49.04848422199848,1.0,1
180,2025-07-10 14:47:19.329798,9.021103196460619,8.928541816054489,68.1169659062806,64.25098073755518,60.57942860178914,60.2236127146879,60.55521581568584,9.260215640478808,68.11696540170138,60.22361254229803,0.0,0.0,270.44088318103763,1.0,58.59778599415222,1.0,168.75592755354774,1.0,57.65558977998353,1.0,1
181,2025-07-10 14:47:25.585776,9.08386383566031,8.990293323889313,68.1318844670362,64.28606888717897,60.638547560169116,60.285363480350505,60.614518213187246,9.319518039353358,68.13188396405681,60.28536330893857,0.0,0.0,269.654572142592,1.0,58.138539329775085,1.0,168.2208641057059,1.0,57.328518354893276,1.0,1
182,2025-07-10 14:47:32.181770,9.146132603006471,9.051694532552341,68.14673283117313,64.32097362896116,60.697239296852786,60.34676394678696,60.673390663818196,9.378390491341605,68.14673232978492,60.34676377635771,0.0,0.0,268.8719609500647,1.0,57.68459184366748,1.0,167.6886921723053,1.0,56.99985920443851,1.0,1
183,2025-07-10 14:47:38.715341,9.20791517632049,9.112743731997924,68.16151146803959,64.35569442910027,60.7555085497081,60.40781240426352,60.73183795095889,9.436837779824122,68.16151096823407,60.407812234821456,0.0,0.0,268.09302486556834,1.0,57.2358218488489,1.0,167.15936539640097,1.0,56.669696350581944,1.0,1
184,2025-07-10 14:47:45.243749,9.269217098764317,9.173439309740921,68.17622016820106,64.39023040636764,60.81335897117406,60.46850724070482,60.78986380802722,9.494863638219217,68.1762196699697,60.46850707225398,0.0,0.0,267.3177749277475,1.0,56.79208737717545,1.0,166.63288957261102,1.0,56.33818335070373,1.0,1
185,2025-07-10 14:47:51.803453,9.330043758114222,9.233779824466895,68.19085939833212,64.42458113623451,60.87079416501997,60.52884701512228,60.84747191333586,9.552471744840016,68.19085890166657,60.528846847666316,0.0,0.0,266.5461865396319,1.0,56.35323487126698,1.0,166.10920675475427,1.0,56.005450583711536,1.0,1
186,2025-07-10 14:47:58.154075,9.390400396261207,9.293763968811719,68.20542897159238,64.45874587861826,60.92781755501072,60.58883042048032,60.90466576351872,9.609665596320832,68.20542847648424,60.58883025402249,0.0,0.0,265.77826954900115,1.0,55.919136849524875,1.0,165.58833432668507,1.0,55.67162553120397,1.0,1
187,2025-07-10 14:48:04.560799,9.45029209905728,9.353390573265777,68.21992911712918,64.49272418796147,60.98443260192182,60.64845628758702,60.96144888894258,9.666448723028806,68.21992862357015,60.64845612213019,0.0,0.0,265.014011878208,1.0,55.48966583035053,1.0,165.0702317260766,1.0,55.33683857208871,1.0,1
188,2025-07-10 14:48:10.982971,9.509723819407531,9.4126586036015,68.23435980635074,64.52651552914242,61.04064265494191,60.70772358254246,61.01782470601016,9.722824541367057,68.23435931433258,60.70772341808915,0.0,0.0,264.25341503423783,1.0,55.06469143483628,1.0,164.55489315831073,1.0,55.00121139334624,1.0,1
189,2025-07-10 14:48:17.271741,9.568700375696038,9.471567168490168,68.24872144286996,64.56011967288399,61.09645097245112,60.76663141424682,61.07379653491413,9.77879637152861,68.24872095238452,60.76663125079922,0.0,0.0,263.496457743906,1.0,54.64409487331068,1.0,164.04227806106064,1.0,54.664854092720816,1.0,1
190,2025-07-10 14:48:23.666078,9.627226453149184,9.530115473700334,68.26301385174096,64.59353610189982,61.15186080409182,60.82517898879278,61.12936768847712,9.834367526336436,68.26301336278009,60.82517882635273,0.0,0.0,262.7431492280659,1.0,54.22776025341136,1.0,163.53239222894445,1.0,54.327879665265755,1.0,1
191,2025-07-10 14:48:30.215123,9.685306618566806,9.58830287130207,68.27723712368434,64.62676451181827,61.20687530665288,60.88336565844259,61.184541382069064,9.889541221160794,68.27723663623989,60.883365497011646,0.0,0.0,261.99348470512024,1.0,53.81558037470313,1.0,163.0252182781078,1.0,53.99038951679813,1.0,1
192,2025-07-10 14:48:36.822131,9.742945319640095,9.64612879695794,68.28345510936443,64.63953509239708,61.25170218001602,60.94118855202044,61.22967520682892,9.934675051317603,68.28345462335905,60.941188394851785,0.0,0.0,261.6657539771202,1.0,52.0105771119006,1.0,162.5439230917891,1.0,52.56486999996923,1.0,1
193,2025-07-10 14:48:43.492923,9.798650790124686,9.702427939398838,68.29722036923775,64.67174374301447,61.304631860569266,60.997486982793696,61.28275261099984,9.987752456643156,68.29721988469585,60.99748682663976,0.0,0.0,260.94022984896907,1.0,51.624412171236145,1.0,162.05446328854123,1.0,52.2254994979221,1.0,1
194,2025-07-10 14:48:49.960931,9.853942661163948,9.758363598979967,68.31091814479322,64.7037635371429,61.35718911821992,61.05342193506688,61.335455854772825,10.040455701560687,68.31091766170714,61.053421779927035,0.0,0.0,260.2182626097778,1.0,51.241619698316754,1.0,161.56757050111992,1.0,51.88633760212724,1.0,1
195,2025-07-10 14:48:56.375177,9.908824546430171,9.81393600026077,68.3245482646609,64.73559439177507,61.40937647214261,61.10899363352492,61.38778749666062,10.092787344583224,68.32454778302301,61.108993479398364,0.0,0.0,259.49986129192405,1.0,50.86210697925253,1.0,161.08322734567082,1.0,51.54744225876584,1.0,1
196,2025-07-10 14:49:02.895030,9.963299957307362,9.869145434602638,68.33811087861726,64.7672364341883,61.461196614343194,61.164202369670704,61.439750268652176,10.144750117699889,68.33811039841996,61.16420221655641,0.0,0.0,258.7850180011555,1.0,50.48581317055323,1.0,160.6014222329577,1.0,51.20889459249156,1.0,1
197,2025-07-10 14:49:09.335252,10.017372344265643,9.923992269979996,68.35160629199751,64.7986899123228,61.51265200488682,61.21904851158733,61.49134666540379,10.196346515567225,68.3516058132333,61.219048359484106,0.0,0.0,258.07371664419935,1.0,50.112662942183306,1.0,160.12212618988997,1.0,50.87074385755841,1.0,1
198,2025-07-10 14:49:15.614336,10.07104506628819,9.978476935535323,68.68390429365219,65.01050347091633,63.275750062115534,61.27361752049082,63.269385573889174,10.071045066288217,68.68390387187979,61.27361727091904,0.0,0.0,240.55932024664236,1.0,0.0,0.0,141.06128037724375,1.0,83.46898810827952,1.0,1
199,2025-07-10 14:49:22.033716,10.071045073161383,10.067875655665059,68.70082518773782,65.05883644437947,63.327478195075784,61.363013473597334,63.321113706774554,10.0710450731614,68.70082476743335,61.36301322669218,0.0,0.0,239.66747243250836,1.0,0.0,0.0,140.57033715175749,1.0,82.57713553632584,1.0,1
200,2025-07-10 14:49:28.589563,10.071045079099514,10.1563191642826,70.26754655666423,68.82353358896687,67.82150263834471,67.82314415774574,67.81513814353772,10.071045079099791,70.2675462818639,61.45131916428259,0.0,0.0,157.09045131512852,1.0,0.0,0.0,91.90664164862028,1.0,0.0,0.0,1
201,2025-07-10 14:49:34.714287,10.071045101638518,10.156319133251223,-8.66982406932948e-10,-1.1091591431977576e-09,6.302936412794224e-11,5.235056164565322e-10,6.320695433714718e-11,10.07104510161966,-8.422648818395829e-10,61.451319133251154,0.0,0.0,0.0,0.0,0.0,0.0,-0.008266747073548686,1.0,0.0,0.0,1
202,2025-07-10 14:49:41.079543,10.071044881619313,10.156318885000234,60.91717121559136,60.92960059575234,60.94908396669074,61.45119451213999,60.95053423582879,9.655534471946961,60.917171241983134,61.451194745721494,0.0,0.0,0.0,0.0,-78.96944396065919,1.0,-8.826698406210198,1.0,-78.12105681921366,1.0,1
203,2025-07-10 14:49:47.477603,9.986465353792061,10.072648012301132,-1.1378529563899066e-09,-1.5844641779949598e-09,6.32610976936121e-11,5.188297961922217e-10,6.343219070004125e-11,9.986465353773298,-1.1739730723547837e-09,61.36764801230105,0.0,0.0,0.0,0.0,0.0,0.0,0.012080330122898886,1.0,0.0,0.0,1
204,2025-07-10 14:49:53.695498,9.986465134373866,10.072647733018774,60.5899860359373,60.60565321283735,60.641723992657475,61.36746448501143,60.64404719137082,9.349047488863425,60.589986070196396,61.36746477301148,0.0,0.0,0.0,0.0,-99.49605001565942,1.0,-11.457912806918102,1.0,-96.32127435963866,1.0,1
205,2025-07-10 14:49:59.854417,9.879900769160546,9.96948368470601,58.2706591231093,57.800974848624456,58.9104044000308,57.7757502385073,58.94135012383159,7.6463507093240635,58.27065925631275,61.26448368470601,0.0,0.0,0.0,0.0,-195.8172664291169,1.0,-44.54973683436947,1.0,0.0,0.0,1
206,2025-07-10 14:50:06.152204,9.67017241569215,9.96948368470601,60.35291763708563,60.38613666875128,60.387238608136165,61.264281441814305,60.388895511515194,9.093895793243059,60.35291766453477,61.26428174557908,0.0,0.0,0.0,0.0,-94.22355016795336,1.0,-9.180332360756438,1.0,-101.59377131003566,1.0,1
207,2025-07-10 14:50:12.713011,9.569255113528866,9.860672572281555,60.249230278040315,60.281704425309904,60.28412889548293,61.15547103403358,60.285808173147714,8.99080845544792,60.24923030573794,61.15547133722605,0.0,0.0,0.0,0.0,-94.41496958288553,1.0,-9.263435876505355,1.0,-101.40236058703067,1.0,1
208,2025-07-10 14:50:19.253154,9.468132796988122,9.752066471137958,60.14547065508359,60.17724502199775,60.180921538106,61.04686560086221,60.18262218490123,8.887622467744785,60.14547068301704,61.04686590351128,0.0,0.0,0.0,0.0,-94.59669460170517,1.0,-9.342306423718583,1.0,-101.2206239789748,1.0,1
209,2025-07-10 14:50:25.631349,9.366815842603696,9.64365501636222,60.041643269631244,60.072760087145966,60.07762198964919,60.938454779221466,60.07934303778661,8.784343321145995,60.04164329778848,60.93845508135472,0.0,0.0,0.0,0.0,-94.76921197233423,1.0,-9.417155505957453,1.0,-101.04810950565479,1.0,1
210,2025-07-10 14:50:32.045091,9.26531411649995,9.53542833146096,59.93775284132295,59.96825158628351,59.974235631867245,60.830228694404305,59.97597614617513,8.68097643002409,59.93775286969252,60.83022899604797,0.0,0.0,0.0,0.0,-94.93295049651351,1.0,-9.488168551001763,1.0,-100.88436808416645,1.0,1
211,2025-07-10 14:50:38.445704,9.163637020615349,9.427377019305373,59.833803243437295,59.86372090189889,59.87076729517349,60.72217795099128,59.872526377153264,8.577526661466843,59.833803272008325,60.72217825217032,0.0,0.0,0.0,0.0,-95.08834187329285,1.0,-9.555545473176608,1.0,-100.72897381007806,1.0,1
212,2025-07-10 14:50:44.940849,9.061793489948263,9.319492144384794,59.72979859968404,59.759169764090245,59.76722176818536,60.614293615017786,59.76899855129091,8.473998836045359,59.729798628446154,60.61429391575594,0.0,0.0,0.0,0.0,-95.23578882863148,1.0,-9.619457213716487,1.0,-100.58151816281224,1.0,1
213,2025-07-10 14:50:51.519824,8.959792036640707,9.211765189277605,59.625742133324486,59.65459924985417,59.66360330293385,60.50656717067013,59.66539695765647,8.370397242829213,59.62574216226787,60.50656747098999,0.0,0.0,0.0,0.0,-95.37568829387055,1.0,-9.68008050847402,1.0,-100.44162159488224,1.0,1
214,2025-07-10 14:50:58.263033,8.857640743931697,9.104188076710262,59.52163741016007,59.550010847890185,59.559916119449504,60.39899054209538,59.56172584705846,8.266726132628039,59.521637439275366,60.3989908420184,0.0,0.0,0.0,0.0,-95.50840822726059,1.0,-9.737577606756531,1.0,-100.30889876418314,1.0,1
215,2025-07-10 14:51:04.777077,8.755347306520152,8.996753118146769,59.4174874577828,59.44540568900836,59.45616407055451,60.29155604209604,59.457989105185234,8.162989391131232,59.41748748706112,60.29155634164263,0.0,0.0,0.0,0.0,-95.63430210050683,1.0,-9.792102065944164,1.0,-100.1830048909369,1.0,1
216,2025-07-10 14:51:11.148599,8.652919036130893,8.889452992849268,59.45304532815659,59.47937266573907,59.481032401795446,60.184290442639615,59.48238030955373,8.187380560620444,59.45304535274261,60.18429071257883,0.0,0.0,0.0,0.0,-83.96896514341279,1.0,-8.222765922027975,1.0,-90.28085143768294,1.0,1
217,2025-07-10 14:51:17.494798,8.562984818763757,8.792758479609022,59.36073056774768,59.386424695576714,59.38921576991351,60.08759653284383,59.39058295435358,8.095583205962301,59.36073059256896,60.08759680224105,0.0,0.0,0.0,0.0,-84.15023818201917,1.0,-8.301448144152346,1.0,-90.09958129638562,1.0,1
218,2025-07-10 14:51:23.875290,8.472856446103794,8.696258116113688,59.268348560525695,59.2934514784121,59.29730736789483,59.99109673805177,59.29869286037173,8.003693112492078,59.268348585568965,59.991097006937366,0.0,0.0,0.0,0.0,-84.32135325506351,1.0,-8.375691688797815,1.0,-89.92846912065033,1.0,1
219,2025-07-10 14:51:30.241988,8.382544803426365,8.59994101997373,59.17590391419298,59.200454822525764,59.2053128365683,59.8947801778828,59.20671571141879,7.9117159640220365,59.175903939445696,59.894780446285466,0.0,0.0,0.0,0.0,-84.48285795395805,1.0,-8.445739929925367,1.0,-89.76695572982862,1.0,1
220,2025-07-10 14:51:36.601579,8.292060190790634,8.503796915171964,59.08340101949985,59.10743637084515,59.11323747484326,59.79863657806294,59.114656844188,7.819657097246925,59.08340104495014,59.79863684600991,0.0,0.0,0.0,0.0,-84.63525930778815,1.0,-8.511818857641629,1.0,-89.6145485813804,1.0,1
221,2025-07-10 14:51:42.801134,8.201412343661113,8.407816042360569,58.990843998033704,59.014397689596464,59.02108634367541,59.70265618107142,59.02252135780364,7.727521611292546,58.99084402367035,59.70265644858843,0.0,0.0,0.0,0.0,-84.7790643456392,1.0,-8.574145770126052,1.0,-89.47074644083841,1.0,1
222,2025-07-10 14:51:49.302834,8.110610473004002,8.311989191638244,58.898236780985435,58.92134033223233,58.92886425682986,59.60682977859995,58.93031410285377,7.635314356748313,58.89823680679785,59.60683004571133,0.0,0.0,0.0,0.0,-84.91473084234258,1.0,-8.632929273630907,1.0,-89.33508573875315,1.0,1
223,2025-07-10 14:51:55.687112,8.01966329932846,8.216307631967537,58.80558305632896,58.82826577651962,58.83657569143448,59.51114864125688,58.83803959113701,7.5430398454141665,58.805583082307095,59.51114890798564,0.0,0.0,0.0,0.0,-85.04269339425718,1.0,-8.688357693245052,1.0,-89.20711739222043,1.0,1
224,2025-07-10 14:52:02.191209,7.928579073239859,8.120763132924472,58.71288595793712,58.73517515236323,58.74422476177969,59.4156045400513,58.74570197394854,7.450702228586539,58.71288598407153,59.415604806419175,0.0,0.0,0.0,0.0,-85.16337790581474,1.0,-8.740622251366403,1.0,-89.08642129142663,1.0,1
225,2025-07-10 14:52:08.555577,7.837365591120233,8.025347899824578,58.62014850298335,58.64206960253288,58.65181527309924,59.32018968169827,58.653305089608374,7.3583053445866575,58.62014852926507,59.320189947725844,0.0,0.0,0.0,0.0,-85.2771871029745,1.0,-8.789890991920402,1.0,-88.97260919695782,1.0,1
226,2025-07-10 14:52:14.914680,7.746030213643117,7.930054566526246,58.52737344862216,58.54895015246289,58.55935084535338,59.22489670137774,58.560852591890594,7.265852847189758,58.52737347504277,59.22489696708446,0.0,0.0,0.0,0.0,-85.38450343053228,1.0,-8.836343548068726,1.0,-88.86529866401816,1.0,1
227,2025-07-10 14:52:21.273528,7.654579895169061,7.834876173389712,58.43456363665397,58.45581799959413,58.466835047524356,59.129718640693916,58.46834808109376,7.173348336695414,58.4345636632055,59.12971890609813,0.0,0.0,0.0,0.0,-85.48567166826615,1.0,-8.880127682573402,1.0,-88.76412463166616,1.0,1
228,2025-07-10 14:52:27.773719,7.563021223145843,7.739806144978168,58.316564088963254,58.337772141619205,58.35113336391719,59.0346428074334,58.35274644266548,7.057746705085098,58.31656411651944,59.03464307807833,0.0,0.0,0.0,0.0,-87.7659321253077,1.0,-9.216131511493586,1.0,-90.51687782289264,1.0,1
229,2025-07-10 14:52:34.180252,7.469020293046745,7.642858839168401,58.221479155469595,58.242437932811235,58.25628471410752,58.93769576427934,58.25790684634769,6.962907109002495,58.22147918312748,58.9376960346891,0.0,0.0,0.0,0.0,-87.8445911689596,1.0,-9.250145919850183,1.0,-90.4382216765498,1.0,1
230,2025-07-10 14:52:40.554116,7.374935116329422,7.545995775048106,58.126368890745596,58.14709441241551,58.16139849134866,58.84083294778556,58.16302920242723,6.868029465304025,58.12636891849944,58.840833217973355,0.0,0.0,0.0,0.0,-87.918831816296,1.0,-9.282239412300441,1.0,-90.36398972114057,1.0,1
231,2025-07-10 14:52:46.844864,7.280770426643532,7.449212222218637,58.03123618969838,58.05174278893254,58.066477636055886,58.74404962839713,58.06811645784581,6.773116720931978,58.03123621754273,58.74404989837553,0.0,0.0,0.0,0.0,-87.98885687895108,1.0,-9.312507600043318,1.0,-90.29395596655831,1.0,1
232,2025-07-10 14:52:53.247534,7.186530732431294,7.352503676609455,57.93608235318639,57.956383463039266,57.97152418740808,58.64734130283901,57.97317067762429,6.678170940907993,57.93608238111608,58.64734157261989,0.0,0.0,0.0,0.0,-88.05492421743111,1.0,-9.34105188889589,1.0,-90.22789732000547,1.0,1
233,2025-07-10 14:52:59.608374,7.092220288208892,7.255865881084106,57.840908844282254,57.86101702530406,57.87654010392713,58.550703714759045,57.87819384162365,6.583194105093632,57.84090887229245,58.55070398435361,0.0,0.0,0.0,0.0,-88.117225054134,1.0,-9.367976581984294,1.0,-90.16558489406634,1.0,1
234,2025-07-10 14:53:05.949870,6.997843112654101,7.159294822960903,57.745716829497155,57.7656438560999,57.78152717795273,58.45413285218556,57.783187764950874,6.488188028596566,57.74571685758326,58.45413312160441,0.0,0.0,0.0,0.0,-88.1759911737845,1.0,-9.39336570127125,1.0,-90.10681587710678,1.0,1
